payment_id,policy_id,payment_date,payment_amount,payment_method
2074,88,2023-03-06,117.76,Bank Transfer
2075,88,2023-04-06,117.76,Debit Card
2076,88,2023-05-06,117.76,Check
2077,88,2023-06-06,117.76,Check
2078,88,2023-07-06,117.76,Credit Card
2079,88,2023-08-06,117.76,Credit Card
2080,88,2023-09-06,117.76,Debit Card
2081,88,2023-10-06,117.76,Bank Transfer
2082,88,2023-11-06,117.76,Check
2083,88,2023-12-06,117.76,Credit Card
2084,88,2024-01-06,117.76,Check
2085,88,2024-02-06,117.76,Credit Card
2086,88,2024-03-06,117.76,Credit Card
2087,88,2024-04-06,353.29,Check
2088,88,2024-05-06,117.76,Credit Card
2089,88,2024-06-06,117.76,Check
2090,88,2024-07-06,117.76,Check
2091,88,2024-08-06,117.76,Debit Card
2092,88,2024-09-06,117.76,Credit Card
2093,88,2024-10-06,117.76,Credit Card
2094,88,2024-11-06,117.76,Bank Transfer
2095,88,2024-12-06,117.76,Bank Transfer
2096,88,2025-01-06,117.76,Check
2097,88,2025-02-06,117.76,Bank Transfer
2098,88,2025-03-06,117.76,Credit Card
2099,88,2025-04-06,117.76,Debit Card
2100,88,2025-05-06,117.76,Check
2101,89,2020-01-07,107.70,Credit Card
2102,89,2020-02-07,107.70,Credit Card
2103,89,2020-03-07,107.70,Check
2104,89,2020-04-07,107.70,Credit Card
2105,89,2020-05-07,323.11,Check
2106,89,2020-06-07,107.70,Debit Card
2107,89,2020-07-07,107.70,Credit Card
2108,89,2020-08-07,323.11,Check
2109,89,2020-09-07,107.70,Credit Card
2110,89,2020-10-07,107.70,Check
2111,89,2020-11-07,323.11,Check
2112,89,2020-12-07,107.70,Bank Transfer
2113,89,2021-01-07,107.70,Check
2114,89,2021-02-07,107.70,Credit Card
2115,89,2021-03-07,107.70,Credit Card
2116,89,2021-04-07,107.70,Debit Card
2117,89,2021-05-07,107.70,Bank Transfer
2118,89,2021-06-07,107.70,Credit Card
2119,89,2021-07-07,107.70,Credit Card
2120,89,2021-08-07,107.70,Credit Card
2121,89,2021-09-07,107.70,Credit Card
2122,89,2021-10-07,323.11,Debit Card
2123,90,2019-03-19,182.42,Check
2124,90,2019-04-19,182.42,Bank Transfer
2125,90,2019-05-19,182.42,Check
2126,90,2019-06-19,182.42,Bank Transfer
2127,90,2019-07-19,182.42,Debit Card
2128,90,2019-08-19,182.42,Credit Card
2129,90,2019-09-19,182.42,Bank Transfer
2130,90,2019-10-19,182.42,Credit Card
2131,90,2019-11-19,182.42,Check
2132,90,2019-12-19,182.42,Credit Card
2133,90,2020-01-19,182.42,Credit Card
2134,90,2020-02-19,182.42,Bank Transfer
2135,90,2020-03-19,182.42,Credit Card
2136,90,2020-04-19,182.42,Credit Card
2137,90,2020-05-19,182.42,Bank Transfer
2138,90,2020-06-19,182.42,Check
2139,91,2021-11-23,547.77,Bank Transfer
2140,91,2021-12-23,547.77,Bank Transfer
2141,91,2022-01-23,547.77,Credit Card
2142,91,2022-02-23,547.77,Check
2143,91,2022-03-23,547.77,Debit Card
2144,91,2022-04-23,547.77,Credit Card
2145,91,2022-05-23,547.77,Bank Transfer
2146,91,2022-06-23,547.77,Check
2147,91,2022-07-23,547.77,Credit Card
2148,91,2022-08-23,547.77,Debit Card
2149,91,2022-09-23,547.77,Debit Card
2150,91,2022-10-23,547.77,Debit Card
2151,91,2022-11-23,547.77,Credit Card
2152,91,2022-12-23,1643.30,Credit Card
2153,91,2023-01-23,547.77,Credit Card
2154,91,2023-02-23,547.77,Bank Transfer
2155,91,2023-03-23,1643.30,Check
2156,91,2023-04-23,547.77,Check
2157,91,2023-05-23,547.77,Check
2158,91,2023-06-23,1643.30,Debit Card
2159,91,2023-07-23,547.77,Bank Transfer
2160,91,2023-08-23,547.77,Check
2161,92,2021-12-08,156.09,Debit Card
2162,92,2022-01-08,468.26,Check
2163,92,2022-02-08,156.09,Check
2164,92,2022-03-08,156.09,Bank Transfer
2165,92,2022-04-08,156.09,Debit Card
2166,92,2022-05-08,156.09,Bank Transfer
2167,92,2022-06-08,156.09,Debit Card
2168,92,2022-07-08,468.26,Check
2169,92,2022-08-08,156.09,Credit Card
2170,92,2022-09-08,156.09,Credit Card
2171,92,2022-10-08,468.26,Credit Card
2172,92,2022-11-08,468.26,Credit Card
2173,92,2022-12-08,156.09,Bank Transfer
2174,92,2023-01-08,156.09,Credit Card
2175,92,2023-02-08,156.09,Credit Card
2176,92,2023-03-08,156.09,Credit Card
2177,92,2023-04-08,156.09,Check
2178,92,2023-05-08,156.09,Bank Transfer
2179,92,2023-06-08,156.09,Bank Transfer
2180,92,2023-07-08,156.09,Check
2181,92,2023-08-08,156.09,Debit Card
2182,92,2023-09-08,156.09,Credit Card
2183,92,2023-10-08,156.09,Credit Card
2184,92,2023-11-08,156.09,Check
2185,92,2023-12-08,468.26,Credit Card
2186,92,2024-01-08,156.09,Check
2187,92,2024-02-08,156.09,Credit Card
2188,92,2024-03-08,156.09,Bank Transfer
2189,92,2024-04-08,156.09,Debit Card
2190,93,2019-10-03,240.19,Bank Transfer
2191,93,2019-11-03,240.19,Bank Transfer
2192,93,2019-12-03,240.19,Debit Card
2193,93,2020-01-03,240.19,Check
2194,93,2020-02-03,240.19,Debit Card
2195,93,2020-03-03,240.19,Credit Card
2196,93,2020-04-03,240.19,Bank Transfer
2197,93,2020-05-03,240.19,Bank Transfer
2198,93,2020-06-03,240.19,Credit Card
2199,93,2020-07-03,240.19,Debit Card
2200,93,2020-08-03,240.19,Debit Card
2201,94,2022-12-12,495.70,Check
2202,94,2023-01-12,495.70,Debit Card
2203,94,2023-02-12,495.70,Credit Card
2204,94,2023-03-12,1487.10,Bank Transfer
2205,94,2023-04-12,1487.10,Credit Card
2206,94,2023-05-12,495.70,Bank Transfer
2207,94,2023-06-12,495.70,Credit Card
2208,94,2023-07-12,495.70,Credit Card
2209,94,2023-08-12,495.70,Check
2210,94,2023-09-12,1487.10,Bank Transfer
2211,94,2023-10-12,495.70,Credit Card
2212,94,2023-11-12,495.70,Credit Card
2213,94,2023-12-12,495.70,Check
2214,94,2024-01-12,495.70,Credit Card
2215,94,2024-02-12,495.70,Credit Card
2216,94,2024-03-12,495.70,Credit Card
2217,94,2024-04-12,495.70,Bank Transfer
2218,94,2024-05-12,495.70,Check
2219,94,2024-06-12,495.70,Check
2220,94,2024-07-12,495.70,Credit Card
2221,94,2024-08-12,495.70,Debit Card
2222,94,2024-09-12,495.70,Credit Card
2223,94,2024-10-12,495.70,Check
2224,94,2024-11-12,495.70,Debit Card
2225,94,2024-12-12,495.70,Credit Card
2226,94,2025-01-12,495.70,Credit Card
2227,94,2025-02-12,495.70,Credit Card
2228,94,2025-03-12,495.70,Credit Card
2229,94,2025-04-12,495.70,Credit Card
2230,94,2025-05-12,495.70,Credit Card
2231,95,2023-11-21,226.34,Check
2232,95,2023-12-21,226.34,Credit Card
2233,95,2024-01-21,226.34,Debit Card
2234,95,2024-02-21,226.34,Debit Card
2235,95,2024-03-21,226.34,Debit Card
2236,95,2024-04-21,226.34,Credit Card
2237,95,2024-05-21,226.34,Credit Card
2238,95,2024-06-21,226.34,Bank Transfer
2239,95,2024-07-21,226.34,Credit Card
2240,95,2024-08-21,679.02,Debit Card
2241,95,2024-09-21,226.34,Credit Card
2242,95,2024-10-21,679.02,Credit Card
2243,95,2024-11-21,226.34,Bank Transfer
2244,95,2024-12-21,226.34,Check
2245,95,2025-01-21,226.34,Check
2246,95,2025-02-21,226.34,Credit Card
2247,95,2025-03-21,226.34,Debit Card
2248,95,2025-04-21,226.34,Credit Card
2249,96,2023-11-05,445.77,Debit Card
2250,96,2023-12-05,445.77,Check
2251,96,2024-01-05,445.77,Credit Card
2252,96,2024-02-05,445.77,Bank Transfer
2253,96,2024-03-05,445.77,Debit Card
2254,96,2024-04-05,445.77,Credit Card
2255,96,2024-05-05,1337.32,Debit Card
2256,96,2024-06-05,445.77,Credit Card
2257,96,2024-07-05,445.77,Credit Card
2258,96,2024-08-05,445.77,Debit Card
2259,96,2024-09-05,445.77,Credit Card
2260,96,2024-10-05,445.77,Check
2261,96,2024-11-05,445.77,Check
2262,96,2024-12-05,445.77,Credit Card
2263,96,2025-01-05,445.77,Bank Transfer
2264,96,2025-02-05,445.77,Debit Card
2265,96,2025-03-05,445.77,Bank Transfer
2266,96,2025-04-05,445.77,Credit Card
2267,96,2025-05-05,445.77,Credit Card
2268,96,2025-06-05,445.77,Credit Card
2269,96,2025-07-05,445.77,Credit Card
2270,96,2025-08-05,445.77,Credit Card
2271,96,2025-09-05,445.77,Bank Transfer
2272,96,2025-10-05,1337.32,Check
2273,96,2025-11-05,445.77,Check
2274,96,2025-12-05,445.77,Check
2275,97,2019-12-20,671.59,Credit Card
2276,97,2020-01-20,671.59,Bank Transfer
2277,97,2020-02-20,671.59,Credit Card
2278,97,2020-03-20,671.59,Check
2279,97,2020-04-20,2014.77,Credit Card
2280,97,2020-05-20,2014.77,Check
2281,97,2020-06-20,671.59,Credit Card
2282,97,2020-07-20,671.59,Credit Card
2283,97,2020-08-20,2014.77,Credit Card
2284,97,2020-09-20,671.59,Credit Card
2285,97,2020-10-20,671.59,Bank Transfer
2286,97,2020-11-20,2014.77,Credit Card
2287,97,2020-12-20,671.59,Debit Card
2288,97,2021-01-20,671.59,Bank Transfer
2289,97,2021-02-20,671.59,Credit Card
2290,98,2019-10-20,367.11,Bank Transfer
2291,98,2019-11-20,367.11,Credit Card
2292,98,2019-12-20,1101.34,Credit Card
2293,98,2020-01-20,367.11,Credit Card
2294,98,2020-02-20,367.11,Credit Card
2295,98,2020-03-20,367.11,Credit Card
2296,98,2020-04-20,367.11,Debit Card
2297,98,2020-05-20,367.11,Debit Card
2298,98,2020-06-20,367.11,Credit Card
2299,98,2020-07-20,367.11,Credit Card
2300,98,2020-08-20,367.11,Credit Card
2301,98,2020-09-20,1101.34,Credit Card
2302,98,2020-10-20,367.11,Check
2303,98,2020-11-20,367.11,Check
2304,98,2020-12-20,367.11,Check
2305,98,2021-01-20,367.11,Check
2306,98,2021-02-20,367.11,Credit Card
2307,98,2021-03-20,367.11,Credit Card
2308,98,2021-04-20,367.11,Credit Card
2309,98,2021-05-20,367.11,Credit Card
2310,98,2021-06-20,367.11,Credit Card
2311,98,2021-07-20,1101.34,Credit Card
2312,98,2021-08-20,367.11,Bank Transfer
2313,98,2021-09-20,367.11,Credit Card
2314,98,2021-10-20,367.11,Check
2315,98,2021-11-20,1101.34,Debit Card
2316,98,2021-12-20,367.11,Bank Transfer
2317,98,2022-01-20,367.11,Credit Card
2318,98,2022-02-20,367.11,Check
2319,98,2022-03-20,367.11,Check
2320,98,2022-04-20,367.11,Bank Transfer
2321,98,2022-05-20,1101.34,Credit Card
2322,98,2022-06-20,367.11,Credit Card
2323,99,2022-12-24,148.91,Credit Card
2324,99,2023-01-24,148.91,Check
2325,99,2023-02-24,148.91,Credit Card
2326,99,2023-03-24,148.91,Check
2327,99,2023-04-24,148.91,Credit Card
2328,99,2023-05-24,148.91,Credit Card
2329,99,2023-06-24,148.91,Credit Card
2330,99,2023-07-24,148.91,Bank Transfer
2331,99,2023-08-24,148.91,Check
2332,99,2023-09-24,148.91,Bank Transfer
2333,99,2023-10-24,148.91,Check
2334,99,2023-11-24,148.91,Check
2335,99,2023-12-24,148.91,Credit Card
2336,99,2024-01-24,148.91,Check
2337,99,2024-02-24,148.91,Check
2338,99,2024-03-24,446.73,Bank Transfer
2339,99,2024-04-24,148.91,Credit Card
2340,99,2024-05-24,148.91,Bank Transfer
2341,99,2024-06-24,148.91,Credit Card
2342,99,2024-07-24,148.91,Credit Card
2343,100,2023-01-22,208.47,Debit Card
2344,100,2023-02-22,208.47,Credit Card
2345,100,2023-03-22,208.47,Debit Card
2346,100,2023-04-22,208.47,Check
2347,100,2023-05-22,208.47,Credit Card
2348,100,2023-06-22,625.41,Credit Card
2349,100,2023-07-22,208.47,Credit Card
2350,100,2023-08-22,208.47,Credit Card
2351,100,2023-09-22,208.47,Credit Card
2352,100,2023-10-22,208.47,Credit Card
2353,100,2023-11-22,208.47,Credit Card
2354,100,2023-12-22,208.47,Bank Transfer
2355,100,2024-01-22,208.47,Credit Card
2356,100,2024-02-22,208.47,Debit Card
2357,100,2024-03-22,208.47,Credit Card
2358,100,2024-04-22,208.47,Credit Card
2359,100,2024-05-22,208.47,Debit Card
2360,100,2024-06-22,208.47,Check
2361,100,2024-07-22,625.41,Debit Card
2362,100,2024-08-22,208.47,Debit Card
2363,100,2024-09-22,208.47,Credit Card
2364,100,2024-10-22,208.47,Credit Card
2365,100,2024-11-22,208.47,Credit Card
2366,101,2021-01-09,269.54,Credit Card
2367,101,2021-02-09,269.54,Check
2368,101,2021-03-09,269.54,Credit Card
2369,101,2021-04-09,269.54,Check
2370,101,2021-05-09,269.54,Credit Card
2371,101,2021-06-09,269.54,Bank Transfer
2372,101,2021-07-09,269.54,Credit Card
2373,101,2021-08-09,269.54,Bank Transfer
2374,101,2021-09-09,269.54,Debit Card
2375,101,2021-10-09,269.54,Check
2376,101,2021-11-09,269.54,Bank Transfer
2377,101,2021-12-09,269.54,Bank Transfer
2378,101,2022-01-09,269.54,Check
2379,101,2022-02-09,269.54,Check
2380,101,2022-03-09,269.54,Bank Transfer
2381,101,2022-04-09,808.62,Credit Card
2382,101,2022-05-09,269.54,Debit Card
2383,101,2022-06-09,269.54,Credit Card
2384,101,2022-07-09,269.54,Credit Card
2385,101,2022-08-09,269.54,Credit Card
2386,102,2022-11-17,863.57,Bank Transfer
2387,102,2022-12-17,287.86,Credit Card
2388,102,2023-01-17,863.57,Credit Card
2389,102,2023-02-17,287.86,Check
2390,102,2023-03-17,287.86,Credit Card
2391,102,2023-04-17,287.86,Check
2392,102,2023-05-17,287.86,Bank Transfer
2393,102,2023-06-17,287.86,Debit Card
2394,102,2023-07-17,287.86,Credit Card
2395,102,2023-08-17,287.86,Credit Card
2396,102,2023-09-17,287.86,Check
2397,102,2023-10-17,287.86,Debit Card
2398,102,2023-11-17,287.86,Debit Card
2399,102,2023-12-17,287.86,Check
2400,102,2024-01-17,287.86,Credit Card
2401,102,2024-02-17,287.86,Check
2402,102,2024-03-17,287.86,Credit Card
2403,102,2024-04-17,287.86,Credit Card
2404,102,2024-05-17,287.86,Check
2405,102,2024-06-17,287.86,Check
2406,102,2024-07-17,863.57,Bank Transfer
2407,102,2024-08-17,287.86,Credit Card
2408,102,2024-09-17,287.86,Bank Transfer
2409,102,2024-10-17,287.86,Check
2410,102,2024-11-17,287.86,Bank Transfer
2411,102,2024-12-17,287.86,Credit Card
2412,103,2022-10-09,141.36,Bank Transfer
2413,103,2022-11-09,141.36,Check
2414,103,2022-12-09,141.36,Check
2415,103,2023-01-09,141.36,Bank Transfer
2416,103,2023-02-09,141.36,Bank Transfer
2417,103,2023-03-09,141.36,Debit Card
2418,103,2023-04-09,141.36,Credit Card
2419,103,2023-05-09,424.07,Bank Transfer
2420,103,2023-06-09,141.36,Credit Card
2421,103,2023-07-09,141.36,Debit Card
2422,103,2023-08-09,141.36,Debit Card
2423,103,2023-09-09,141.36,Check
2424,103,2023-10-09,141.36,Debit Card
2425,103,2023-11-09,424.07,Debit Card
2426,103,2023-12-09,141.36,Credit Card
2427,103,2024-01-09,141.36,Bank Transfer
2428,103,2024-02-09,141.36,Debit Card
2429,103,2024-03-09,141.36,Credit Card
2430,103,2024-04-09,141.36,Bank Transfer
2431,103,2024-05-09,141.36,Debit Card
2432,103,2024-06-09,141.36,Check
2433,103,2024-07-09,141.36,Debit Card
2434,103,2024-08-09,141.36,Check
2435,103,2024-09-09,141.36,Check
2436,103,2024-10-09,141.36,Debit Card
2437,103,2024-11-09,141.36,Credit Card
2438,103,2024-12-09,141.36,Check
2439,103,2025-01-09,141.36,Credit Card
2440,104,2024-06-22,102.38,Bank Transfer
2441,104,2024-07-22,102.38,Credit Card
2442,104,2024-08-22,102.38,Debit Card
2443,104,2024-09-22,102.38,Debit Card
2444,104,2024-10-22,102.38,Credit Card
2445,104,2024-11-22,102.38,Check
2446,104,2024-12-22,102.38,Check
2447,104,2025-01-22,102.38,Credit Card
2448,104,2025-02-22,102.38,Bank Transfer
2449,104,2025-03-22,102.38,Debit Card
2450,104,2025-04-22,102.38,Credit Card
2451,104,2025-05-22,102.38,Debit Card
2452,104,2025-06-22,102.38,Credit Card
2453,104,2025-07-22,102.38,Credit Card
2454,104,2025-08-22,102.38,Credit Card
2455,104,2025-09-22,102.38,Credit Card
2456,104,2025-10-22,102.38,Credit Card
2457,104,2025-11-22,102.38,Check
2458,105,2024-06-10,377.86,Credit Card
2459,105,2024-07-10,377.86,Credit Card
2460,105,2024-08-10,1133.58,Debit Card
2461,105,2024-09-10,377.86,Credit Card
2462,105,2024-10-10,377.86,Credit Card
2463,105,2024-11-10,377.86,Bank Transfer
2464,105,2024-12-10,377.86,Check
2465,105,2025-01-10,377.86,Check
2466,105,2025-02-10,377.86,Debit Card
2467,105,2025-03-10,377.86,Check
2468,105,2025-04-10,377.86,Bank Transfer
2469,105,2025-05-10,1133.58,Credit Card
2470,105,2025-06-10,377.86,Credit Card
2471,105,2025-07-10,377.86,Bank Transfer
2472,105,2025-08-10,377.86,Credit Card
2473,105,2025-09-10,377.86,Bank Transfer
2474,105,2025-10-10,1133.58,Debit Card
2475,105,2025-11-10,1133.58,Check
2476,106,2024-06-18,327.92,Credit Card
2477,106,2024-07-18,327.92,Debit Card
2478,106,2024-08-18,327.92,Credit Card
2479,106,2024-09-18,327.92,Credit Card
2480,106,2024-10-18,327.92,Check
2481,106,2024-11-18,327.92,Check
2482,106,2024-12-18,327.92,Check
2483,106,2025-01-18,327.92,Debit Card
2484,106,2025-02-18,327.92,Bank Transfer
2485,106,2025-03-18,327.92,Debit Card
2486,106,2025-04-18,327.92,Bank Transfer
2487,106,2025-05-18,327.92,Bank Transfer
2488,106,2025-06-18,327.92,Credit Card
2489,106,2025-07-18,327.92,Check
2490,106,2025-08-18,327.92,Credit Card
2491,106,2025-09-18,327.92,Credit Card
2492,106,2025-10-18,327.92,Bank Transfer
2493,106,2025-11-18,327.92,Check
2494,107,2022-12-02,131.66,Credit Card
2495,107,2023-01-02,131.66,Check
2496,107,2023-02-02,131.66,Debit Card
2497,107,2023-03-02,131.66,Credit Card
2498,107,2023-04-02,131.66,Debit Card
2499,107,2023-05-02,394.97,Check
2500,107,2023-06-02,131.66,Credit Card
2501,107,2023-07-02,131.66,Debit Card
2502,107,2023-08-02,131.66,Credit Card
2503,107,2023-09-02,131.66,Bank Transfer
2504,107,2023-10-02,131.66,Credit Card
2505,107,2023-11-02,131.66,Bank Transfer
2506,107,2023-12-02,131.66,Check
2507,107,2024-01-02,131.66,Debit Card
2508,107,2024-02-02,131.66,Debit Card
2509,107,2024-03-02,131.66,Debit Card
2510,107,2024-04-02,131.66,Bank Transfer
2511,107,2024-05-02,131.66,Check
2512,107,2024-06-02,131.66,Bank Transfer
2513,107,2024-07-02,131.66,Check
2514,107,2024-08-02,131.66,Credit Card
2515,107,2024-09-02,394.97,Credit Card
2516,107,2024-10-02,131.66,Debit Card
2517,107,2024-11-02,131.66,Credit Card
2518,107,2024-12-02,131.66,Credit Card
2519,107,2025-01-02,131.66,Credit Card
2520,107,2025-02-02,394.97,Debit Card
2521,107,2025-03-02,131.66,Credit Card
2522,107,2025-04-02,131.66,Debit Card
2523,108,2020-08-21,156.16,Check
2524,108,2020-09-21,468.48,Credit Card
2525,108,2020-10-21,156.16,Credit Card
2526,108,2020-11-21,156.16,Debit Card
2527,108,2020-12-21,156.16,Credit Card
2528,108,2021-01-21,156.16,Credit Card
2529,108,2021-02-21,156.16,Credit Card
2530,108,2021-03-21,156.16,Credit Card
2531,108,2021-04-21,468.48,Credit Card
2532,108,2021-05-21,156.16,Check
2533,108,2021-06-21,156.16,Bank Transfer
2534,108,2021-07-21,156.16,Bank Transfer
2535,108,2021-08-21,156.16,Credit Card
2536,108,2021-09-21,156.16,Credit Card
2537,108,2021-10-21,468.48,Credit Card
2538,108,2021-11-21,156.16,Check
2539,108,2021-12-21,156.16,Credit Card
2540,108,2022-01-21,156.16,Bank Transfer
2541,108,2022-02-21,468.48,Check
2542,108,2022-03-21,156.16,Bank Transfer
2543,108,2022-04-21,156.16,Credit Card
2544,108,2022-05-21,156.16,Check
2545,108,2022-06-21,156.16,Credit Card
2546,108,2022-07-21,156.16,Debit Card
2547,108,2022-08-21,156.16,Credit Card
2548,108,2022-09-21,156.16,Credit Card
2549,108,2022-10-21,156.16,Credit Card
2550,108,2022-11-21,156.16,Check
2551,108,2022-12-21,468.48,Credit Card
2552,108,2023-01-21,156.16,Credit Card
2553,108,2023-02-21,156.16,Debit Card
2554,108,2023-03-21,156.16,Debit Card
2555,108,2023-04-21,156.16,Check
2556,108,2023-05-21,156.16,Credit Card
2557,108,2023-06-21,156.16,Check
2558,108,2023-07-21,468.48,Bank Transfer
2559,108,2023-08-21,156.16,Credit Card
2560,108,2023-09-21,156.16,Credit Card
2561,108,2023-10-21,156.16,Credit Card
2562,108,2023-11-21,468.48,Bank Transfer
2563,108,2023-12-21,156.16,Debit Card
2564,109,2021-02-08,158.44,Check
2565,109,2021-03-08,158.44,Debit Card
2566,109,2021-04-08,475.33,Bank Transfer
2567,109,2021-05-08,158.44,Credit Card
2568,109,2021-06-08,158.44,Bank Transfer
2569,109,2021-07-08,158.44,Check
2570,109,2021-08-08,158.44,Debit Card
2571,109,2021-09-08,158.44,Bank Transfer
2572,109,2021-10-08,158.44,Debit Card
2573,109,2021-11-08,158.44,Credit Card
2574,109,2021-12-08,158.44,Check
2575,109,2022-01-08,158.44,Debit Card
2576,110,2018-04-19,1545.50,Debit Card
2577,110,2018-05-19,515.17,Credit Card
2578,110,2018-06-19,515.17,Credit Card
2579,110,2018-07-19,515.17,Bank Transfer
2580,110,2018-08-19,515.17,Bank Transfer
2581,110,2018-09-19,515.17,Check
2582,110,2018-10-19,515.17,Credit Card
2583,110,2018-11-19,515.17,Debit Card
2584,110,2018-12-19,515.17,Credit Card
2585,110,2019-01-19,515.17,Credit Card
2586,110,2019-02-19,515.17,Debit Card
2587,110,2019-03-19,515.17,Debit Card
2588,110,2019-04-19,515.17,Check
2589,110,2019-05-19,515.17,Bank Transfer
2590,110,2019-06-19,515.17,Credit Card
2591,110,2019-07-19,515.17,Debit Card
2592,110,2019-08-19,515.17,Bank Transfer
2593,111,2018-09-24,156.26,Credit Card
2594,111,2018-10-24,468.79,Debit Card
2595,111,2018-11-24,156.26,Bank Transfer
2596,111,2018-12-24,156.26,Debit Card
2597,111,2019-01-24,156.26,Check
2598,111,2019-02-24,156.26,Bank Transfer
2599,111,2019-03-24,156.26,Bank Transfer
2600,111,2019-04-24,156.26,Credit Card
2601,111,2019-05-24,156.26,Bank Transfer
2602,111,2019-06-24,156.26,Check
2603,111,2019-07-24,156.26,Credit Card
2604,111,2019-08-24,468.79,Credit Card
2605,111,2019-09-24,156.26,Credit Card
2606,111,2019-10-24,156.26,Check
2607,111,2019-11-24,156.26,Check
2608,111,2019-12-24,156.26,Check
2609,111,2020-01-24,156.26,Debit Card
2610,111,2020-02-24,156.26,Check
2611,111,2020-03-24,156.26,Credit Card
2612,111,2020-04-24,156.26,Bank Transfer
2613,111,2020-05-24,156.26,Credit Card
2614,111,2020-06-24,156.26,Debit Card
2615,111,2020-07-24,156.26,Bank Transfer
2616,111,2020-08-24,156.26,Credit Card
2617,111,2020-09-24,156.26,Debit Card
2618,111,2020-10-24,156.26,Credit Card
2619,111,2020-11-24,156.26,Bank Transfer
2620,111,2020-12-24,156.26,Debit Card
2621,111,2021-01-24,156.26,Bank Transfer
2622,111,2021-02-24,156.26,Credit Card
2623,111,2021-03-24,156.26,Check
2624,111,2021-04-24,156.26,Check
2625,111,2021-05-24,156.26,Credit Card
2626,111,2021-06-24,156.26,Bank Transfer
2627,111,2021-07-24,156.26,Debit Card
2628,111,2021-08-24,156.26,Credit Card
2629,111,2021-09-24,156.26,Check
2630,111,2021-10-24,156.26,Credit Card
2631,111,2021-11-24,156.26,Credit Card
2632,111,2021-12-24,156.26,Credit Card
2633,112,2018-07-11,137.45,Credit Card
2634,112,2018-08-11,137.45,Check
2635,112,2018-09-11,137.45,Credit Card
2636,112,2018-10-11,137.45,Bank Transfer
2637,112,2018-11-11,137.45,Credit Card
2638,112,2018-12-11,137.45,Bank Transfer
2639,112,2019-01-11,137.45,Credit Card
2640,112,2019-02-11,137.45,Check
2641,112,2019-03-11,137.45,Credit Card
2642,112,2019-04-11,137.45,Debit Card
2643,112,2019-05-11,412.35,Bank Transfer
2644,112,2019-06-11,412.35,Credit Card
2645,112,2019-07-11,137.45,Debit Card
2646,112,2019-08-11,137.45,Bank Transfer
2647,113,2018-07-25,207.91,Debit Card
2648,113,2018-08-25,207.91,Bank Transfer
2649,113,2018-09-25,207.91,Credit Card
2650,113,2018-10-25,207.91,Bank Transfer
2651,113,2018-11-25,207.91,Debit Card
2652,113,2018-12-25,207.91,Bank Transfer
2653,113,2019-01-25,207.91,Check
2654,113,2019-02-25,207.91,Bank Transfer
2655,113,2019-03-25,207.91,Debit Card
2656,113,2019-04-25,207.91,Credit Card
2657,113,2019-05-25,207.91,Credit Card
2658,113,2019-06-25,207.91,Debit Card
2659,113,2019-07-25,207.91,Bank Transfer
2660,113,2019-08-25,207.91,Credit Card
2661,113,2019-09-25,207.91,Credit Card
2662,113,2019-10-25,207.91,Credit Card
2663,113,2019-11-25,207.91,Bank Transfer
2664,114,2019-03-16,1349.42,Debit Card
2665,114,2019-04-16,1349.42,Debit Card
2666,114,2019-05-16,449.81,Credit Card
2667,114,2019-06-16,449.81,Credit Card
2668,114,2019-07-16,1349.42,Bank Transfer
2669,114,2019-08-16,449.81,Debit Card
2670,114,2019-09-16,449.81,Debit Card
2671,114,2019-10-16,449.81,Debit Card
2672,114,2019-11-16,449.81,Check
2673,114,2019-12-16,449.81,Bank Transfer
2674,114,2020-01-16,449.81,Credit Card
2675,114,2020-02-16,449.81,Credit Card
2676,114,2020-03-16,449.81,Credit Card
2677,114,2020-04-16,449.81,Bank Transfer
2678,114,2020-05-16,449.81,Check
2679,114,2020-06-16,449.81,Debit Card
2680,114,2020-07-16,449.81,Debit Card
2681,114,2020-08-16,449.81,Debit Card
2682,114,2020-09-16,1349.42,Bank Transfer
2683,115,2019-04-24,686.25,Credit Card
2684,115,2019-05-24,686.25,Credit Card
2685,115,2019-06-24,686.25,Credit Card
2686,115,2019-07-24,686.25,Bank Transfer
2687,115,2019-08-24,2058.76,Credit Card
2688,115,2019-09-24,686.25,Check
2689,115,2019-10-24,686.25,Debit Card
2690,115,2019-11-24,686.25,Bank Transfer
2691,115,2019-12-24,686.25,Credit Card
2692,115,2020-01-24,2058.76,Check
2693,115,2020-02-24,686.25,Debit Card
2694,115,2020-03-24,686.25,Check
2695,115,2020-04-24,686.25,Debit Card
2696,115,2020-05-24,686.25,Bank Transfer
2697,115,2020-06-24,686.25,Credit Card
2698,115,2020-07-24,686.25,Credit Card
2699,115,2020-08-24,686.25,Credit Card
2700,115,2020-09-24,686.25,Credit Card
2701,115,2020-10-24,686.25,Credit Card
2702,115,2020-11-24,686.25,Check
2703,115,2020-12-24,2058.76,Credit Card
2704,115,2021-01-24,2058.76,Credit Card
2705,115,2021-02-24,686.25,Bank Transfer
2706,115,2021-03-24,686.25,Check
2707,115,2021-04-24,2058.76,Bank Transfer
2708,115,2021-05-24,686.25,Debit Card
2709,115,2021-06-24,686.25,Debit Card
2710,115,2021-07-24,686.25,Debit Card
2711,115,2021-08-24,2058.76,Check
2712,115,2021-09-24,686.25,Check
2713,115,2021-10-24,686.25,Check
2714,116,2019-04-27,342.01,Bank Transfer
